objectid,filename,title,format,description,creator,recipient,date,date-is-approximate?,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,language,relation
Bella001,Bella_Sleeping_Close_Up.jpg,"My Aunt's dog, Bella, sleeping on my couch",image/jpeg,Bella sleeping on my couch,"Volk, Jessica",,11-08-2025,,image,dog; sleeping,,,,,,,,,,,,,,
